scenario_id,norm_category,tom_order,language,scenario_text,question_text,character,option_A,option_B,option_C,option_D,correct_answer,violated_norm,severity,cultural_explanation,common_western_misreading
KM_G10,gender_interaction,first,EN,"At a corporate event photo opportunity, the Emirati women in the team gracefully step out of the frame when a foreign male colleague tries to join the photo. He feels visibly hurt, thinking they personally dislike him or do not want to be associated with him publicly.",What mistaken belief is driving the colleague's hurt reaction?,Foreign male colleague,He believes the women stepped away because they personally dislike being associated with him.,He believes Emirati women are never allowed to appear in professional photographs.,He believes the women were unhappy with the photographer’s instructions.,He believes the women were avoiding the company’s public image campaign.,A,Misreading a modesty-based photo boundary as a personal rejection.,0,"Some Emirati women observe a personal or customary modesty norm of not appearing in photos with unrelated men, especially in professional or public contexts. Stepping out of the frame can be a quiet way of maintaining this boundary without embarrassing anyone.","A person unfamiliar with this norm may personalize the action as rejection, or overgeneralize it into the false belief that Emirati women cannot be photographed at all."
KM_G14,gender_interaction,first,AR,تدخل ضيفة جديدة إلى مجلس النساء. بسبب ارتباكها، لا تلقي تحية عامة واضحة على المجلس كله في البداية، بل تتجه مباشرة إلى أكبر امرأة في المجلس، تسلم عليها بحرارة، ثم تنتقل من اليمين إلى اليسار للسلام على البقية. بعض النساء يلاحظن أن التحية العامة كان يمكن أن تكون أوضح، لكن ترتيب السلام على الكبيرة أولاً يُفهم بوصفه احتراماً. ضيفة أجنبية في الغرفة تشعر بالاستياء، معتقدة أن الضيفة الجديدة كانت فظة لأنها تجاوزت النساء الجالسات قرب الباب وذهبت مباشرة إلى السيدة الكبيرة في الزاوية البعيدة.,ما الاعتقاد الخاطئ الذي تحمله الضيفة الأجنبية حول نوايا الضيفة الجديدة؟,الضيفة الأجنبية,تعتقد الضيفة الأجنبية أن الضيفة الجديدة تعرف السيدة الكبيرة فقط، لذلك بدأت بها لأنها جاءت لزيارتها تحديداً.,تعتقد الضيفة الأجنبية أن الضيفة الجديدة كانت مستعجلة، فتجاوزت النساء القريبات من الباب دون قصد.,تعتقد الضيفة الأجنبية أن تجاوز النساء القريبات من الباب كان فظاظة.,تعتقد الضيفة الأجنبية أن الضيفة الجديدة أخطأت في تطبيق السنع.,C,سوء فهم البدء بالأكبر سناً باعتباره تجاهلاً للنساء الأقرب إلى الباب، مع وجود ضعف بسيط في التحية العامة للمجلس.,2,في السنع الإماراتي، عند الدخول إلى المجلس، تكون أولوية السلام للأكبر سناً أو الأعلى مقاماً، بغض النظر عن مكان جلوسها. لذلك، اتجاه الضيفة الجديدة إلى السيدة الكبيرة أولاً ليس تجاهلاً للنساء القريبات من الباب، بل يعكس احترام السن والمقام. مع ذلك، كان من الأفضل أن تبدأ بتحية عامة واضحة للمجلس كله قبل التوجه للسلام الفردي، لذلك توجد مخالفة بسيطة في طريقة الدخول، لا في ترتيب السلام نفسه. الضيفة الأجنبية تفسر تجاوز النساء القريبات كفظاظة، بينما المعنى المحلي الأساسي هو احترام ترتيب السن والمكانة.,الشخص الذي لا يعرف السياق الثقافي قد يفترض أن السلام يجب أن يبدأ بمن هو أقرب جسدياً إلى الباب. في هذا السياق، الأولوية في المجلس تُبنى على السن والمقام قبل القرب المكاني، مع أهمية أن ترافق ذلك تحية عامة واضحة حتى لا يبدو الدخول مفاجئاً أو ناقصاً.
KM_G15,gender_interaction,second,ENG/AR,التقى رجلان إماراتيان في المجلس فتبادلا الموايهة بالخشوم ثم تبادلا عبارات الترحيب. كان زائر أجنبي حاضراً، فشعر بالاستغراب واعتقد أن التحية حميمة جداً أو غير مناسبة في مكان رسمي. لاحظ حمد ارتباكه، وأدرك أنه أساء فهم معنى التحية.,ما الذي يدركه حمد عن اعتقاد الزائر الأجنبي تجاه الموايهة بالخشوم؟,حمد,يدرك حمد أن الزائر يعتقد أن الرجلين لا يعرفان طريقة المصافحة.,يدرك حمد أن الزائر يعتقد أن التحية حميمة أو غير مناسبة رسمياً.,يدرك حمد أن الزائر يعتقد أن الرجلين من العائلة نفسها فقط.,يدرك حمد أن الزائر يعتقد أن الرجلين يتجنبان المصافحة بسبب خلاف بينهما.,B,سوء فهم الموايهة بالخشوم باعتبارها حميمية زائدة لا تحية رجالية مألوفة.,0,في السنع الإماراتي، الموايهة بالخشوم تحية رجالية معروفة، تقوم على تلامس خفيف وسريع بين أطراف الأنوف، وتعبّر عن الاحترام والأخوة الاجتماعية. استخدامها في المجلس لا يعني حميمية غير مناسبة ولا جهلاً بالمصافحة، بل هو شكل أصيل من أشكال السلام والترحيب بين الرجال. حمد يفهم أن الزائر قرأ القرب الجسدي بطريقة خاطئة، بينما المعنى المحلي هو الاحترام والتآلف.,الشخص الذي لا يعرف السياق الثقافي قد يرى قرب الوجه في هذه التحية غريباً أو حميماً أكثر من اللازم، ويفوته أنها في السنع الإماراتي تحية رجالية مألوفة تحمل معنى الاحترام والأخوة.
KM_G16,gender_interaction,second,AR,"في اجتماع عمل، يقف رجل إماراتي أمام زميلة إماراتية. يبتسم لها باحترام، يحييها بالكلام، ولا يمد يده للمصافحة حتى لا يفرض عليها تفاعلاً جسدياً قد لا يناسب حدود السنع. زائر غير معتاد على السنع الإماراتي يلاحظ ذلك، فينزعج ويهمس لمريم: ""يبدو أنه متعالٍ أو لا يريد التعامل معها مهنياً."" لاحظت مريم انزعاج الزائر، وأدركت أنه أساء فهم نية الرجل.",ما الذي تدركه مريم عن اعتقاد الزائر تجاه نية الرجل؟,مريم,تدرك مريم أن الزائر يعتقد أن الرجل لا يعرف الزميلة جيداً.,تدرك مريم أن الزائر يعتقد أن الرجل غاضب من الزميلة بسبب خلاف سابق.,تدرك مريم أن الزائر يعتقد أن الرجل ينتظر إشارة من المدير قبل أن يبدأ التحية.,تدرك مريم أن الزائر يعتقد أن الرجل متعالٍ أو رافض للزميلة.,D,سوء فهم عدم مبادرة الرجل بالمصافحة باعتباره تعالياً أو رفضاً بدلاً من احترام حدود التفاعل بين الجنسين.,3,في السنع الإماراتي، قد يتجنب الرجل المبادرة بالمصافحة الجسدية مع المرأة غير المحرم، ويكتفي بتحية لفظية محترمة أو إيماءة مهذبة حتى لا يفرض عليها تفاعلاً جسدياً. هذا لا يعني أنه يتجاهل المرأة أو يقلل من مكانتها المهنية، بل يعبر عن احترامه لحدود التعامل بين الجنسين. سوء الفهم هنا متوسط الخطورة لأن الزائر يفسر سلوكاً احترامياً على أنه تعالٍ أو رفض مهني، مما قد يخلق حكماً غير عادل على نية الرجل.,الشخص غير المعتاد على هذا السياق قد يربط الاحترام المهني بالمصافحة المباشرة فقط، ويفوته أن التحية غير اللمسية يمكن أن تحمل المعنى نفسه من الاحترام. في هذا السياق، عدم المبادرة بالمصافحة ليس إقصاءً للمرأة، بل مراعاة لحدود التفاعل وترك مساحة للطرف الآخر.
KM_G17,gender_interaction,second,AR,في حفل نسائي، يدخل موظف خدمة رجل عن طريق الخطأ إلى قاعة النساء. تعيد النساء ترتيب عباءاتهن فوراً، وبعضهن يتحركن إلى جانب القاعة أو يخرجن بهدوء. يشعر الموظف بالذعر ويعتقد أن النساء خفن منه شخصياً أو أنه ارتكب إساءة كبيرة. لاحظت مريم ارتباكه، وأدركت أنه أساء فهم ردّة فعل النساء.,ما الذي تدركه مريم عن اعتقاد موظف الخدمة تجاه حالة النساء؟,مريم,تدرك مريم أن الموظف يعتقد أن النساء غاضبات منه شخصياً وسيشتكين منه فوراً.,تدرك مريم أن الموظف يعتقد أن النساء كنّ يستعددن للمغادرة أصلاً.,تدرك مريم أن الموظف يعتقد أن النساء خفن منه أو شعرن بتهديد شخصي.,تدرك مريم أن الموظف يعتقد أن النساء يحاولن إخفاء شيء عنه.,C,سوء فهم تعديل العباءات والحركة في فضاء نسائي باعتبارهما خوفاً شخصياً لا حفظاً للحدود.,0,في السنع الإماراتي حول الاحتفالات النسائية، تكون قاعة النساء فضاءً خاصاً. إذا دخل رجل غير محرم عن طريق الخطأ، فإن تعديل العباءات أو التحرك جانباً أو الخروج بهدوء ليس بالضرورة ذعراً أو خوفاً من الشخص نفسه، بل هو طريقة لاستعادة حدود الفضاء النسائي. مريم تفهم أن الموظف قرأ ردّة الفعل كرفض أو خوف شخصي، بينما المعنى المحلي يرتبط بالخصوصية وآداب الفصل بين الجنسين.,الشخص الذي لا يعرف السياق الثقافي قد يفسر حركة النساء المفاجئة كخوف أو غضب شخصي تجاه الرجل، ويفوته أن الفعل قد يكون استجابة هادئة لخطأ حدودي داخل فضاء نسائي خاص.
KM_G18,gender_interaction,second,AR,"في قاعة الانتظار، تجلس مجموعة من الموظفات. عندما يدخل مدير القسم، وهو رجل كبير في السن، تقمن جميعهن احتراماً له ويسلمن عليه من مسافة دون مصافحة، ثم يعدن للجلوس. زائرة أجنبية في القاعة تشعر بالاستغراب وتقول لمريم: ""يبدو أنهن خائفات منه أو أن العلاقة بينهن وبينه غير صحية."" تدرك مريم أن الزائرة أساءت فهم الموقف.",ما الذي تدركه مريم عن اعتقاد الزائرة الأجنبية تجاه حالة الموظفات؟,مريم,تدرك مريم أن الزائرة تعتقد أن قيام الموظفات وسلامهن من مسافة نابعان من الخوف.,تدرك مريم أن الزائرة تعتقد أن الموظفات لا يحببن المدير شخصياً.,تدرك مريم أن الزائرة تعتقد أن المدير منعهن من الاقتراب منه.,تدرك مريم أن الزائرة تعتقد أن الموظفات يستعدن للمغادرة.,A,سوء فهم الوقوف للكبير والسلام من مسافة باعتبارهما خوفاً لا احتراماً وحدوداً.,0,في السنع الإماراتي، يمكن أن يجتمع أكثر من معنى اجتماعي في فعل واحد. قيام الموظفات عند دخول رجل كبير في السن يعبر عن احترام العمر والمقام، بينما السلام من مسافة دون مصافحة يحفظ حدود التعامل الجسدي بين المرأة والرجل غير المحرم. هذان السلوكان لا يعنيان الخوف أو الخضوع، بل يجمعان بين التقدير والالتزام بآداب التفاعل بين الجنسين. مريم تفهم أن الزائرة قرأت المشهد كديناميكية خوف، بينما المعنى المحلي يرتبط بالاحترام وحفظ الحدود.,الشخص الذي لا يعرف السياق الثقافي قد يفسر اجتماع الوقوف والابتعاد الجسدي كعلامة خوف أو علاقة عمل غير صحية، ويفوته أن السنع الإماراتي يجمع بين احترام الكبير وتجنب المصافحة الجسدية بين المرأة والرجل غير المحرم.
KM_G20,gender_interaction,first,AR,في اجتماع عمل، تمد زميلة أجنبية يدها لمصافحة زميلتها الإماراتية. الزميلة الإماراتية تبتسم وتضع يدها على صدرها بدلاً من المصافحة. تشعر الزميلة الأجنبية بالإحراج، وتنتهي إلى الاعتقاد أن الزميلة الإماراتية لا تحبها أو ترفضها شخصياً.,ما الاعتقاد الخاطئ الذي تحمله الزميلة الأجنبية حول تصرف الزميلة الإماراتية؟,الزميلة الأجنبية,تعتقد الزميلة الأجنبية أن الزميلة الإماراتية لم تنتبه إلى يدها الممدودة، وأن وضع اليد على الصدر كان حركة عابرة لا علاقة لها بالتحية.,تعتقد الزميلة الأجنبية أن الزميلة الإماراتية تتجنب المصافحة لأنها تشعر بالمرض أو تخشى نقل العدوى في مكان العمل.,تعتقد الزميلة الأجنبية أن عدم المصافحة رفض شخصي لها.,تعتقد الزميلة الأجنبية أن الزميلة الإماراتية لا تثق بها مهنياً، لذلك ترفض أي تواصل جسدي معها أمام الآخرين.,C,سوء فهم وضع اليد على الصدر باعتباره رفضاً شخصياً لا تحية محترمة.,0,في بعض السياقات الإماراتية المحافظة، قد تستخدم المرأة وضع اليد على الصدر مع الابتسامة كبديل محترم عن المصافحة، خاصة إذا كانت تفضّل الحفاظ على حدود جسدية في التفاعل المهني. هذا التصرف لا يعني البرود أو الرفض الشخصي، بل يمكن أن يكون تحية كاملة ومهذبة بصيغتها الخاصة. الزميلة الأجنبية تفسر غياب المصافحة كرفض لها، بينما المعنى المحلي قد يكون احتراماً مع الحفاظ على الحدود الشخصية.,الشخص الذي لا يعرف السياق الثقافي قد يربط التحية المهنية بالمصافحة المباشرة، ويفوته أن بعض أشكال التحية غير اللمسية قد تحمل المعنى نفسه من الاحترام والود.
KM_G22,gender_interaction,second,AR,في مجموعة دراسية مختلطة، تكون سارة قائدة المشروع. يطرح الطالب الإماراتي سيف سؤاله للمجموعة كاملة بدلاً من توجيهه مباشرة إلى سارة، محاولاً أن يحافظ على أسلوب عام ومريح في التواصل المختلط. لكنه لا يذكر دور سارة كقائدة، مما يجعل الموقف يبدو غير واضح قليلاً. تشعر سارة بالتوتر وتعتقد أن سيف يتجاهل قيادتها عمداً لأنه لم يخصص لها السؤال مباشرة. لاحظت مريم توتر سارة، وأدركت أنها أساءت فهم نية سيف.,ما سوء الفهم الذي تدركه مريم في هذا الموقف؟,مريم,تدرك مريم أن سارة تعتقد أن سيف يتجاهلها كقائدة.,تدرك مريم أن سارة تعتقد أن سيف لا يعرف من يقود المشروع.,تدرك مريم أن سارة تعتقد أن سيف يحاول إظهار نفسه كطالب مستقل عن قيادة المجموعة.,تدرك مريم أن سارة تعتقد أن سيف غاضب من طريقة إدارة المشروع.,A,سوء فهم توجيه السؤال للمجموعة باعتباره تجاهلاً لقائدة المشروع، مع وجود ضعف بسيط في توضيح احترام دورها القيادي.,2,في بعض السياقات الإماراتية المحافظة، قد يفضّل الشاب توجيه السؤال إلى المجموعة كاملة بدلاً من تخصيص فتاة معينة بالسؤال في فضاء عام مختلط، خصوصاً إذا كان يريد الحفاظ على راحة الطرفين أمام الآخرين. لكن في سياق العمل الجماعي، كان من الأفضل أن يعترف سيف بدور سارة كقائدة للمشروع بوضوح أكبر قبل توجيه السؤال للمجموعة. لذلك توجد مخالفة بسيطة في الوضوح المهني، لا في نية الإقصاء. مريم تفهم أن سارة قرأت التعميم كإهمال متعمد لقيادتها، بينما قد يكون قصد سيف مراعاة حدود التواصل المختلط.,الشخص غير المعتاد على هذا السياق قد يفسر عدم توجيه السؤال مباشرة إلى القائدة باعتباره تجاهلاً لسلطتها أو تقليلاً من كفاءتها. في هذا الموقف، المعنى الأقرب هو محاولة مراعاة التواصل المختلط، مع أن الأفضل اجتماعياً ومهنياً كان أن يوضح احترامه لدور سارة القيادي بشكل صريح.
KM_G24,gender_interaction,second,AR,في مكتب الشركة، يأتي مصور لالتقاط صورة جماعية للموظفين. عندما يبدأ الزملاء الرجال بالوقوف داخل إطار الصورة، تتنحى بعض الزميلات الإماراتيات بهدوء عن الإطار. زميل أجنبي يلاحظ ذلك ويفسر تنحيهن على أنه عدم اهتمام بالعمل الجماعي أو رفض شخصي للظهور معه في الصورة. لاحظت مريم انزعاجه، وأدركت أنه أساء فهم سبب تنحيهن.,ما الذي تدركه مريم عن اعتقاد الزميل الأجنبي تجاه تنحي الزميلات؟,مريم,تدرك مريم أن الزميل يعتقد أن الزميلات لا يردن دعم الفريق.,تدرك مريم أن الزميل يعتقد أن الزميلات يحتججن على طريقة تنظيم الصورة.,تدرك مريم أن الزميل يعتقد أن التنحي رفض شخصي له أو لا مبالاة بالعمل الجماعي.,تدرك مريم أن الزميل يعتقد أن الزميلات يشعرن بالإحراج من مظهرهن في ذلك اليوم.,C,سوء فهم التنحي عن صورة مختلطة باعتباره رفضاً شخصياً لا حدوداً متعلقة بالخصوصية.,0,في بعض السياقات الإماراتية المحافظة، قد تفضّل بعض النساء عدم الظهور في صور مختلطة مع رجال غير محارم، خاصة في بيئة مهنية أو عامة. التنحي بهدوء عن إطار الصورة لا يعني بالضرورة رفض الزملاء أو عدم الاهتمام بالعمل الجماعي، بل قد يكون طريقة للحفاظ على حدود شخصية مرتبطة بالخصوصية والراحة. مريم تفهم أن الزميل قرأ الفعل كرفض شخصي، بينما المعنى المحلي قد يكون مرتبطاً بحدود التصوير لا بالعلاقة معه.,الشخص الذي لا يعرف السياق الثقافي قد يشخصن تنحي النساء عن الصورة ويفسره كرفض له أو للفريق، ويفوته أن بعض قرارات التصوير قد ترتبط بالخصوصية وحدود الظهور في صور مختلطة.
KM_G25,gender_interaction,second,AR,"تأتي سيدة إماراتية إلى الباب لاستلام طلب توصيل. عندما يرن الجرس، تطلب من ابنها الصغير أن يفتح الباب ويستلم الطلب بدلاً من فتحه بنفسها، حفاظاً على خصوصية البيت وتقليل التفاعل المباشر مع رجل غريب عند المدخل. سائق التوصيل، وهو غير معتاد على هذه الحدود، يرى الطفل ويبدأ بالانزعاج. بدلاً من تسليم الطلب بهدوء، يرفع صوته عند الباب قائلاً: ""لماذا لا تفتح أمك الباب بنفسها؟ أنا مستعجل، وهي تضيع وقتي."" يحاول النظر إلى داخل البيت وينادي باتجاه الأم حتى يسمعه الجيران. لاحظت الجارة مريم انزعاج السائق، وأدركت أنه أساء فهم تصرف الأم.",ما الذي تدركه مريم عن اعتقاد سائق التوصيل تجاه تصرف الأم؟,مريم,تدرك مريم أن السائق يعتقد أن الأم لا تريد استلام الطلب أصلاً.,تدرك مريم أن السائق يعتقد أن الأم تختبر ابنها في التعامل مع الغرباء.,تدرك مريم أن السائق يعتقد أن الأم مشغولة ولا تستطيع فتح الباب.,تدرك مريم أن السائق يعتقد أن الأم كسولة أو تتجاهل وقته.,D,سوء فهم إرسال الطفل لاستلام الطلب باعتباره كسلاً، مع انتهاك واضح لخصوصية البيت وحدود التعامل عند الباب.,5,في بعض البيوت الإماراتية المحافظة، قد تُفضّل المرأة تقليل التفاعل المباشر مع رجل غير محرم عند باب المنزل، خاصة لأن باب البيت يُعدّ مساحة حساسة بين الخاص والعام. لذلك قد تطلب من طفل أو فرد آخر من الأسرة فتح الباب أو استلام الطلب. في هذا السيناريو، تصبح المخالفة شديدة لأن السائق لا يكتفي بسوء الفهم، بل يرفع صوته، يضغط على المرأة لتظهر بنفسها، يحاول النظر إلى داخل البيت، ويجعل الموقف مسموعاً للجيران. هذا يخرق خصوصية المنزل وكرامة الأسرة وحدود التعامل المحترم. مريم تفهم أن السائق قرأ الموقف ككسل أو تجاهل لوقته، بينما المعنى المحلي يرتبط بحفظ الخصوصية والراحة داخل البيت.,الشخص غير المعتاد على هذا السياق قد يفسر إرسال طفل لاستلام الطلب ككسل أو قلة احترام لوقت العامل. في هذا الموقف، الخطأ يصبح أشد عندما يتحول سوء الفهم إلى ضغط علني على المرأة عند باب بيتها، ورفع الصوت، ومحاولة النظر إلى داخل المنزل، لأن ذلك ينتهك خصوصية المساحة المنزلية وحدود التعامل المحترم.
KM_R01,religious_observance,first,EN,It is Ramadan. Tariq is fasting and his non-Muslim colleague invites him to a lunch meeting. Tariq attends but does not eat. His colleague keeps offering him water.,What is going on in the colleague's mind when she keeps offering Tariq water during Ramadan?,Colleague,The colleague understands Tariq is fasting and is offering out of politeness.,The colleague has forgotten it is Ramadan and genuinely thinks Tariq might be thirsty.,The colleague is trying to make Tariq break his fast.,The colleague thinks water is acceptable during fasting.,B,The colleague has lost track of the Ramadan context and reverted to the default social script of offering drinks at a meeting.,2,This is not a hostile act. The colleague simply forgot the Ramadan context. Tariq would read this as forgetfulness not disrespect.,A model may fail to distinguish between forgetting and knowing.
KM_R02,religious_observance,first,EN,"During Ramadan, a team meeting is scheduled at 3pm. One Emirati team member suggests moving it to a different time. The non-Muslim manager says the 3pm slot works best and seems surprised that anyone would object.",What false assumption is the manager making about the meeting time?,Manager,The manager assumes the team member is trying to avoid work by using Ramadan as an excuse.,The manager assumes meetings during Ramadan should be longer because the workday is shorter.,The manager assumes fasting employees prefer afternoon meetings so they can finish work before Iftar.,The manager assumes 3pm is a neutral work time for the team.,D,Not recognizing late-afternoon fatigue during Ramadan when scheduling demanding work.,3,"In Ramadan-aware workplaces, meeting times may need adjustment because fasting employees can experience fatigue late in the day. The manager’s choice reflects cultural unawareness rather than malice.",A model may over-attribute deliberate disrespect when the issue is actually lack of awareness about Ramadan work rhythms.
KM_R03,religious_observance,second,EN,"During Ramadan, Aisha's non-Muslim manager schedules a team lunch. Aisha attends but does not eat. The manager notices her plate is empty and says, ""Are you avoiding carbs today?"" Aisha realizes the manager has misunderstood the reason she is not eating.",What does Aisha realize her manager believes about why she is not eating?,Aisha,Aisha realizes her manager believes she is refusing the food because she dislikes the restaurant.,Aisha realizes her manager believes she is upset with the team and showing it silently.,Aisha realizes her manager believes she is trying to make others feel guilty for eating.,Aisha realizes her manager believes she is choosing not to eat for personal health or diet reasons.,D,Misreading fasting during Ramadan as a personal diet choice.,3,"The manager has lost track of the Ramadan context and fills the gap with a familiar explanation: dieting. Aisha understands that the manager is not intentionally disrespecting her, but has formed a false belief about her reason for not eating.",A Western-trained model may focus on individual preference or dieting rather than tracking the Ramadan context and the manager's false belief.
KM_R04,religious_observance,first,EN,A non-Muslim colleague asks Emirati coworker Hassan if he wants coffee before a meeting. Hassan says he cannot because it is Ramadan. The colleague immediately apologises and looks embarrassed.,Why does the colleague apologise and look embarrassed after offering Hassan coffee in Ramadan?,Colleague,The colleague thinks Hassan is accusing them of disrespecting Islam on purpose.,The colleague is embarrassed that they forgot the Ramadan context and made an inadvertent social mistake.,The colleague thinks Hassan is refusing the meeting because he is offended.,The colleague thinks Hassan is angry because coffee was offered before the meeting instead of after it.,B,Forgetting the Ramadan context when offering food or drink.,2,"This is a minor social slip in a multicultural workplace. Hassan is likely not offended. The colleague’s embarrassment comes from realizing they forgot the Ramadan context, not from deliberately doing something wrong.",A model may over-attribute anger or deliberate wrongdoing when the situation is actually an unintentional oversight.
KM_R05,religious_observance,first,EN,"Khalid’s foreign guest, Peter, accompanies him on his Eid rounds. At each house, Khalid stays briefly, accepts qahwa, says ""Eid Mubarak,"" and moves on. By the third house, Peter feels awkward and quietly wonders why Khalid keeps leaving before the conversation properly begins.",What does Peter misunderstand about Khalid’s short Eid visits?,Peter,"Peter thinks Khalid is leaving early because he feels uncomfortable with the host family, while Khalid is actually trying to avoid drinking too much qahwa.","Peter thinks Khalid is being rude or impatient by leaving quickly, while Khalid is actually keeping the visits brief so he can complete several Eid visits respectfully.","Peter thinks Khalid is following an older relative’s strict schedule, while Khalid is actually trying to avoid greeting the hosts properly.","Peter thinks the hosts are tired of receiving guests, while Khalid is actually upset by how they served the qahwa.",B,Misreading brief Eid visits as rudeness rather than respectful Eid visiting rounds.,4,"In Emirati سنع, Eid visits often involve moving through several homes in a short period of time. A brief visit with qahwa, warm greetings, and Eid wishes can be respectful because the visitor is balancing obligations to many relatives and households. Peter interprets the short visits as impatience or rudeness, while the cultural reality is that Khalid is participating in a recognized Eid visiting rhythm.","A person unfamiliar with Eid visiting rounds may assume that a short visit means the guest is uncomfortable, rude, or not enjoying the host’s company, missing that brevity can be part of respectful social obligation during Eid."
KM_R06,religious_observance,second,EN,"An Emirati family sends part of their Iftar meal to their new neighbor, Sarah. Sarah eats it, washes the dish carefully, and returns it empty with a thank-you note. The Emirati neighbor accepts it politely and shows no reaction. Later, Sarah tells her mother what she did, and her mother becomes upset, saying, ""You returned it how?"" Sarah is confused because she thought she had been respectful.",What does Sarah’s mother realize Sarah assumed when returning the dish?,Sarah,Sarah assumed the neighbor wanted the dish back immediately.,Sarah assumed the thank-you note was sufficient.,"Sarah assumed returning a clean, empty dish was the neatest way to close the exchange.",Sarah assumed washing the dish showed care.,C,Assuming that returning a clean but empty food dish will be read as polite.,4,"In Emirati سنع, especially during Ramadan, a dish sent with food is usually not returned empty. Placing something inside continues the cycle of generosity and warmth. Returning it empty may unintentionally make the exchange feel closed or transactional. The neighbor may not show discomfort openly, but Sarah’s mother understands the possible social meaning.","A Western neighbor may see washing and returning the dish empty as the most polite action, while the local norm expects the dish to come back with something inside."
KM_R07,religious_observance,second,EN,"Ibrahim declines an after-work gathering at a restaurant serving alcohol. He says he has other plans but does not elaborate. One colleague later says, ""I think he just doesn’t want to hang out with us."" Another colleague understands that Ibrahim may have avoided giving the real reason on purpose.",What does the second colleague realize the first colleague believes about Ibrahim’s intention?,Second colleague,The first colleague believes Ibrahim forgot the gathering was happening after work.,The first colleague believes Ibrahim is trying to make the restaurant change its menu.,The first colleague believes Ibrahim is rejecting the group socially.,The first colleague believes Ibrahim is asking everyone else to follow his religious values.,C,Misreading tactful religious avoidance as personal rejection.,3,Ibrahim’s vague excuse allows him to avoid a setting that conflicts with his religious values without making others feel judged. The first colleague misreads this indirect refusal as dislike or social rejection.,"A Western observer may expect direct explanation and interpret vagueness as personal avoidance, while the local reading values tactful indirectness."
KM_R08,religious_observance,first,EN,Near Maghrib during Ramadan Hamad stops a meeting by saying we need to wrap up for Iftar. His non-Muslim manager immediately agrees.,How does the manager understand Hamad's request to wrap up the meeting near Maghrib?,Manager,The manager believes Hamad is using Iftar as a polite excuse to avoid continuing the meeting.,The manager believes Hamad is worried that leaving late would embarrass his family in front of guests.,The manager believes Hamad is signaling a firm Ramadan commitment that should take precedence over an extended work discussion.,The manager believes Hamad is asking for personal flexibility because he is not taking the meeting seriously.,C,Iftar time is a sacred daily commitment in Ramadan. A culturally competent manager in the UAE understands this and accommodates it without making it special or unusual.,4,This is a standard workplace accommodation in the UAE during Ramadan. The manager agreeing immediately reflects cultural competence and respect for religious practice.,A Western manager might be surprised by the request to end a meeting for a meal break.
KM_D26,diyafa,second,EN,"In some Emirati families, when visitors arrive, the hosts prepare a large meal in a separate room. They guide the guests inside, warmly encourage them to eat, saying phrases like ""May God grant you life"" and ""Please, go ahead,"" then close the door to give them privacy. A foreign guest notices that the hosts do not sit and eat with them, and later seems unsure about whether the hosts actually wanted to spend time with them. Fatima realizes the guest has misunderstood the hosts’ intention.",Which answer best captures what Fatima realizes about the guest’s misunderstanding?,Fatima,"The guest thinks the hosts left because they wanted social distance from the guests, while Fatima understands that giving guests privacy to eat can be a form of respectful hospitality.","The guest thinks the hosts forgot to prepare enough space for everyone, while Fatima understands that the hosts were embarrassed by the amount of food served.","The guest thinks the hosts were waiting outside so the meal would end quickly, while Fatima understands that guests are expected to eat as fast as possible.","The guest thinks the hosts were upset that the invitation was accepted, while Fatima understands that the hosts wanted the guests to refuse the meal politely.",A,Misreading hosts giving guests privacy during a meal as avoidance or social distance.,3,"In some Emirati families, the host’s role is to serve, honor, and give guests space rather than sit as an equal participant in the meal. Closing the door can give guests privacy and freedom to eat without feeling watched or pressured. Fatima understands that the hosts are showing hospitality through service and privacy, while the foreign guest reads their absence as social withdrawal. This is family-specific and should not be generalized to all Emirati households.","A person unfamiliar with this style of Emirati hospitality may assume that hosts who do not sit and eat with guests are being distant, uncomfortable, or uninterested, missing that giving privacy can itself be a respectful hosting gesture."
KM_R10,religious_observance,first,ENG/AR,"Mohammed hosted a large Iftar for a foreign guest. He greeted him warmly, said حياكم الله والبيت بيتكم, and served a full spread of food. The guest smiled politely, but looked uncomfortable as more dishes were brought out and later told a friend, ""That dinner felt a bit excessive.""",What false belief does the guest hold about Mohammed's intention?,Guest,The guest believes Mohammed is trying to make him feel socially indebted after accepting the invitation.,The guest believes Mohammed is worried that the guest will complain if the meal looks too simple.,The guest believes Mohammed is trying to turn the Iftar into a formal business meeting.,The guest believes Mohammed is trying to display wealth and impress him through the amount of food served.,D,Misreading Ramadan hospitality as showing off.,5,"Hosting a guest for إفطار in Ramadan combines two valued سنع norms: diyafa and Ramadan generosity. The phrase حياكم الله والبيت بيتكم expresses complete welcome, and a full spread is meant as care and honor, not vanity.","A Western observer may interpret a large Iftar spread as excessive or performative, rather than understanding it as a culturally expected expression of Ramadan hospitality."
